ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number,Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,Unnamed: 10,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift.1,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min).1,"QA
GBD
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-901,*BST_0x15_Vout%,HZ06-MVPATE-901,*BST_0x15_Vout%,3217,4p5_Delta_0x15  -1 <> 4p5_Delta_0x15,%,-0.0015300000000000001,0.0384,86.689,4p5_Delta_0x15  -1 <> 4p5_Delta_0x15,%,0.0201,0.20800000000000002,16.03,4p5_Delta_0x15  -1 <> 4p5_Delta_0x15,%,0.0592,0.299,11.094
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-902,*BST_0x16_Vout%,HZ06-MVPATE-902,*BST_0x16_Vout%,3227,4p5_Delta_0x16  -1 <> 4p5_Delta_0x16,%,-0.00411,0.0379,87.897,4p5_Delta_0x16  -1 <> 4p5_Delta_0x16,%,0.0141,0.209,15.916,4p5_Delta_0x16  -1 <> 4p5_Delta_0x16,%,0.0598,0.3,11.058
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-810,BST_Vx00_GNG,HZ06-MVPATE-810,BST_Vx00_GNG,3000,3p5_Vout_0x00  -1 <> 3p5_Vout_0x00,V,6.503824,0.00603,10.576,3p5_Vout_0x00  -1 <> 3p5_Vout_0x00,V,6.508375,0.014,11.379,3p5_Vout_0x00  -1 <> 3p5_Vout_0x00,V,6.5052970000000006,0.0223,7.174
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-811,BST_Vx01_GNG,HZ06-MVPATE-811,BST_Vx01_GNG,3010,3p5_Vout_0x01  -1 <> 3p5_Vout_0x01,V,6.6292,0.0054399999999999995,11.932,3p5_Vout_0x01  -1 <> 3p5_Vout_0x01,V,6.633327,0.0139,11.805,3p5_Vout_0x01  -1 <> 3p5_Vout_0x01,V,6.6303160000000005,0.0225,7.341
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-812,BST_Vx02_GNG,HZ06-MVPATE-812,BST_Vx02_GNG,3020,3p5_Vout_0x02  -1 <> 3p5_Vout_0x02,V,6.754142,0.0052899999999999996,12.499,3p5_Vout_0x02  -1 <> 3p5_Vout_0x02,V,6.758048,0.0143,11.448,3p5_Vout_0x02  -1 <> 3p5_Vout_0x02,V,6.755171000000001,0.0226,7.296
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-813,BST_Vx03_GNG,HZ06-MVPATE-813,BST_Vx03_GNG,3030,3p5_Vout_0x03  -1 <> 3p5_Vout_0x03,V,6.878757000000001,0.00519,13.009,3p5_Vout_0x03  -1 <> 3p5_Vout_0x03,V,6.882788000000001,0.0143,11.442,3p5_Vout_0x03  -1 <> 3p5_Vout_0x03,V,6.880228999999999,0.0229,7.204
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-814,BST_Vx04_GNG,HZ06-MVPATE-814,BST_Vx04_GNG,3040,3p5_Vout_0x04  -1 <> 3p5_Vout_0x04,V,7.003555,0.0050100000000000006,13.74,3p5_Vout_0x04  -1 <> 3p5_Vout_0x04,V,7.007163,0.0146,11.241,3p5_Vout_0x04  -1 <> 3p5_Vout_0x04,V,7.0052,0.0232,7.103
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-815,BST_Vx05_GNG,HZ06-MVPATE-815,BST_Vx05_GNG,3050,3p5_Vout_0x05  -1 <> 3p5_Vout_0x05,V,7.128507000000001,0.00498,14.078,3p5_Vout_0x05  -1 <> 3p5_Vout_0x05,V,7.131836,0.0149,11.022,3p5_Vout_0x05  -1 <> 3p5_Vout_0x05,V,7.130171000000001,0.0233,7.085
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-816,BST_Vx06_GNG,HZ06-MVPATE-816,BST_Vx06_GNG,3060,3p5_Vout_0x06  -1 <> 3p5_Vout_0x06,V,7.253324,0.00475,15.018,3p5_Vout_0x06  -1 <> 3p5_Vout_0x06,V,7.256528,0.0151,10.92,3p5_Vout_0x06  -1 <> 3p5_Vout_0x06,V,7.2555369999999995,0.0234,7.031
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-817,BST_Vx07_GNG,HZ06-MVPATE-817,BST_Vx07_GNG,3070,3p5_Vout_0x07  -1 <> 3p5_Vout_0x07,V,7.378266,0.00473,15.36,3p5_Vout_0x07  -1 <> 3p5_Vout_0x07,V,7.3813070000000005,0.0154,10.671,3p5_Vout_0x07  -1 <> 3p5_Vout_0x07,V,7.380653,0.0241,6.84
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-818,BST_Vx08_GNG,HZ06-MVPATE-818,BST_Vx08_GNG,3080,3p5_Vout_0x08  -1 <> 3p5_Vout_0x08,V,7.503083999999999,0.00458,16.166,3p5_Vout_0x08  -1 <> 3p5_Vout_0x08,V,7.505797,0.0156,10.534,3p5_Vout_0x08  -1 <> 3p5_Vout_0x08,V,7.505739,0.0242,6.812
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-819,BST_Vx09_GNG,HZ06-MVPATE-819,BST_Vx09_GNG,3090,3p5_Vout_0x09  -1 <> 3p5_Vout_0x09,V,7.627776,0.004370000000000001,17.224,3p5_Vout_0x09  -1 <> 3p5_Vout_0x09,V,7.63045,0.0159,10.364,3p5_Vout_0x09  -1 <> 3p5_Vout_0x09,V,7.630661999999999,0.0245,6.739
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-820,BST_Vx0A_GNG,HZ06-MVPATE-820,BST_Vx0A_GNG,3100,3p5_Vout_0x0A  -1 <> 3p5_Vout_0x0A,V,7.752737,0.004529999999999999,16.912,3p5_Vout_0x0A  -1 <> 3p5_Vout_0x0A,V,7.755210000000001,0.0161,10.229,3p5_Vout_0x0A  -1 <> 3p5_Vout_0x0A,V,7.755749000000001,0.0248,6.637
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-821,BST_Vx0B_GNG,HZ06-MVPATE-821,BST_Vx0B_GNG,3110,3p5_Vout_0x0B  -1 <> 3p5_Vout_0x0B,V,7.877342999999999,0.00436,17.865,3p5_Vout_0x0B  -1 <> 3p5_Vout_0x0B,V,7.8798639999999995,0.0164,10.076,3p5_Vout_0x0B  -1 <> 3p5_Vout_0x0B,V,7.8807100000000005,0.0249,6.617
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-822,BST_Vx0C_GNG,HZ06-MVPATE-822,BST_Vx0C_GNG,3120,3p5_Vout_0x0C  -1 <> 3p5_Vout_0x0C,V,8.00191,0.004370000000000001,18.166,3p5_Vout_0x0C  -1 <> 3p5_Vout_0x0C,V,8.004556,0.0166,4.237,3p5_Vout_0x0C  -1 <> 3p5_Vout_0x0C,V,8.00545,0.0252,2.789
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-823,BST_Vx0D_GNG,HZ06-MVPATE-823,BST_Vx0D_GNG,3130,3p5_Vout_0x0D  -1 <> 3p5_Vout_0x0D,V,8.126727,0.00433,18.639,3p5_Vout_0x0D  -1 <> 3p5_Vout_0x0D,V,8.12918,0.017,9.732,3p5_Vout_0x0D  -1 <> 3p5_Vout_0x0D,V,8.130306,0.0251,6.571
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-824,BST_Vx0E_GNG,HZ06-MVPATE-824,BST_Vx0E_GNG,3140,3p5_Vout_0x0E  -1 <> 3p5_Vout_0x0E,V,8.251227,0.00413,19.861,3p5_Vout_0x0E  -1 <> 3p5_Vout_0x0E,V,8.253651,0.017,9.71,3p5_Vout_0x0E  -1 <> 3p5_Vout_0x0E,V,8.254997999999999,0.0255,6.471
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-825,BST_Vx0F_GNG,HZ06-MVPATE-825,BST_Vx0F_GNG,3150,3p5_Vout_0x0F  -1 <> 3p5_Vout_0x0F,V,8.375842,0.00399,20.919,3p5_Vout_0x0F  -1 <> 3p5_Vout_0x0F,V,8.378382,0.0174,9.511,3p5_Vout_0x0F  -1 <> 3p5_Vout_0x0F,V,8.379989,0.0258,6.408
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-826,BST_Vx10_GNG,HZ06-MVPATE-826,BST_Vx10_GNG,3160,3p5_Vout_0x10  -1 <> 3p5_Vout_0x10,V,8.500688,0.00404,20.967,3p5_Vout_0x10  -1 <> 3p5_Vout_0x10,V,8.502833,0.0176,9.436,3p5_Vout_0x10  -1 <> 3p5_Vout_0x10,V,8.504883,0.0258,6.398
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-827,BST_Vx11_GNG,HZ06-MVPATE-827,BST_Vx11_GNG,3170,3p5_Vout_0x11  -1 <> 3p5_Vout_0x11,V,8.625264999999999,0.00396,21.75,3p5_Vout_0x11  -1 <> 3p5_Vout_0x11,V,8.627429,0.0179,9.248,3p5_Vout_0x11  -1 <> 3p5_Vout_0x11,V,8.629883,0.0262,6.287
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-828,BST_Vx12_GNG,HZ06-MVPATE-828,BST_Vx12_GNG,3180,3p5_Vout_0x12  -1 <> 3p5_Vout_0x12,V,8.749995,0.00364,24.053,3p5_Vout_0x12  -1 <> 3p5_Vout_0x12,V,8.752054,0.0181,9.154,3p5_Vout_0x12  -1 <> 3p5_Vout_0x12,V,8.755142999999999,0.0265,6.216
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-829,BST_Vx13_GNG,HZ06-MVPATE-829,BST_Vx13_GNG,3190,3p5_Vout_0x13  -1 <> 3p5_Vout_0x13,V,8.87461,0.0037,44.956,3p5_Vout_0x13  -1 <> 3p5_Vout_0x13,V,8.876419,0.0184,9.053,3p5_Vout_0x13  -1 <> 3p5_Vout_0x13,V,8.880037,0.0268,6.161
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-830,BST_Vx14_GNG,HZ06-MVPATE-830,BST_Vx14_GNG,3200,3p5_Vout_0x14  -1 <> 3p5_Vout_0x14,V,8.999216,0.0035399999999999997,47.062,3p5_Vout_0x14  -1 <> 3p5_Vout_0x14,V,9.001236,0.0185,9.003,3p5_Vout_0x14  -1 <> 3p5_Vout_0x14,V,9.004969000000001,0.027,6.108
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-831,BST_Vx15_GNG,HZ06-MVPATE-831,BST_Vx15_GNG,3210,3p5_Vout_0x15  -1 <> 3p5_Vout_0x15,V,9.123908,0.00351,47.347,3p5_Vout_0x15  -1 <> 3p5_Vout_0x15,V,9.125871,0.0189,8.811,3p5_Vout_0x15  -1 <> 3p5_Vout_0x15,V,9.129978999999999,0.0273,6.04
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-832,BST_Vx16_GNG,HZ06-MVPATE-832,BST_Vx16_GNG,3220,3p5_Vout_0x16  -1 <> 3p5_Vout_0x16,V,9.248667,0.0033299999999999996,49.871,3p5_Vout_0x16  -1 <> 3p5_Vout_0x16,V,9.25038,0.0193,8.651,3p5_Vout_0x16  -1 <> 3p5_Vout_0x16,V,9.254921000000001,0.0276,5.977
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-833,BST_Vx17_GNG,HZ06-MVPATE-833,BST_Vx17_GNG,3230,3p5_Vout_0x17  -1 <> 3p5_Vout_0x17,V,9.37335,0.0032600000000000003,50.997,3p5_Vout_0x17  -1 <> 3p5_Vout_0x17,V,9.375100999999999,0.0195,8.535,3p5_Vout_0x17  -1 <> 3p5_Vout_0x17,V,9.379796,0.0279,5.907
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-834,BST_Vx18_GNG,HZ06-MVPATE-834,BST_Vx18_GNG,3240,3p5_Vout_0x18  -1 <> 3p5_Vout_0x18,V,9.497782,0.00314,52.897,3p5_Vout_0x18  -1 <> 3p5_Vout_0x18,V,9.499725999999999,0.0198,8.403,3p5_Vout_0x18  -1 <> 3p5_Vout_0x18,V,9.504758,0.028,5.891
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-835,BST_Vx19_GNG,HZ06-MVPATE-835,BST_Vx19_GNG,3250,3p5_Vout_0x19  -1 <> 3p5_Vout_0x19,V,9.622311,0.0028,59.149,3p5_Vout_0x19  -1 <> 3p5_Vout_0x19,V,9.624456,0.0202,8.242,3p5_Vout_0x19  -1 <> 3p5_Vout_0x19,V,9.629603999999999,0.0285,5.792
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-836,BST_Vx1A_GNG,HZ06-MVPATE-836,BST_Vx1A_GNG,3260,3p5_Vout_0x1A  -1 <> 3p5_Vout_0x1A,V,9.746782000000001,0.00266,62.179,3p5_Vout_0x1A  -1 <> 3p5_Vout_0x1A,V,9.748889,0.0202,8.228,3p5_Vout_0x1A  -1 <> 3p5_Vout_0x1A,V,9.754094,0.0288,5.744
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-880,*BST_0x00_Vout%,HZ06-MVPATE-880,*BST_0x00_Vout%,3007,4p5_Delta_0x00  -1 <> 4p5_Delta_0x00,%,0.0844,0.0864,3.533,4p5_Delta_0x00  -1 <> 4p5_Delta_0x00,%,0.153,0.21100000000000002,1.341,4p5_Delta_0x00  -1 <> 4p5_Delta_0x00,%,0.0948,0.341,8.84E-01
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-853,*BST_0x00_Vout_Min,HZ06-MVPATE-853,*BST_0x00_Vout,3006,4p5_Vout_0x00  -1 <> 4p5_Vout_0x00,V,6.505489,0.00561,11.251,4p5_Vout_0x00  -1 <> 4p5_Vout_0x00,V,6.509924,0.0137,11.815,4p5_Vout_0x00  -1 <> 4p5_Vout_0x00,V,6.506162000000001,0.0222,7.341
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-854,*BST_0x01_Vout,HZ06-MVPATE-854,*BST_0x01_Vout,3016,4p5_Vout_0x01  -1 <> 4p5_Vout_0x01,V,6.630066,0.00547,30.172,4p5_Vout_0x01  -1 <> 4p5_Vout_0x01,V,6.634386,0.014,11.705,4p5_Vout_0x01  -1 <> 4p5_Vout_0x01,V,6.630951,0.0225,7.319
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-881,*BST_0x01_Vout%,HZ06-MVPATE-881,*BST_0x01_Vout%,3017,4p5_Delta_0x01  -1 <> 4p5_Delta_0x01,%,0.0765,0.0825,40.078,4p5_Delta_0x01  -1 <> 4p5_Delta_0x01,%,0.142,0.21100000000000002,15.582,4p5_Delta_0x01  -1 <> 4p5_Delta_0x01,%,0.0898,0.34,9.727
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-855,*BST_0x02_Vout,HZ06-MVPATE-855,*BST_0x02_Vout,3026,4p5_Vout_0x02  -1 <> 4p5_Vout_0x02,V,6.754931,0.0051600000000000005,31.97,4p5_Vout_0x02  -1 <> 4p5_Vout_0x02,V,6.7589619999999995,0.0141,11.577,4p5_Vout_0x02  -1 <> 4p5_Vout_0x02,V,6.7559119999999995,0.0225,7.307
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-882,*BST_0x02_Vout%,HZ06-MVPATE-882,*BST_0x02_Vout%,3027,4p5_Delta_0x02  -1 <> 4p5_Delta_0x02,%,0.0731,0.0765,43.271,4p5_Delta_0x02  -1 <> 4p5_Delta_0x02,%,0.133,0.209,15.703,4p5_Delta_0x02  -1 <> 4p5_Delta_0x02,%,0.0876,0.33399999999999996,9.895
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-856,*BST_0x03_Vout,HZ06-MVPATE-856,*BST_0x03_Vout,3036,4p5_Vout_0x03  -1 <> 4p5_Vout_0x03,V,6.879546,0.00515,32.062,4p5_Vout_0x03  -1 <> 4p5_Vout_0x03,V,6.8837600000000005,0.0143,11.479,4p5_Vout_0x03  -1 <> 4p5_Vout_0x03,V,6.880661999999999,0.0229,7.186
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-883,*BST_0x03_Vout%,HZ06-MVPATE-883,*BST_0x03_Vout%,3037,4p5_Delta_0x03  -1 <> 4p5_Delta_0x03,%,0.0661,0.0749,44.196,4p5_Delta_0x03  -1 <> 4p5_Delta_0x03,%,0.127,0.207,15.861,4p5_Delta_0x03  -1 <> 4p5_Delta_0x03,%,0.0824,0.33399999999999996,9.912
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-857,*BST_0x04_Vout,HZ06-MVPATE-857,*BST_0x04_Vout,3046,4p5_Vout_0x04  -1 <> 4p5_Vout_0x04,V,7.004161,0.00518,31.902,4p5_Vout_0x04  -1 <> 4p5_Vout_0x04,V,7.008308,0.0145,11.338,4p5_Vout_0x04  -1 <> 4p5_Vout_0x04,V,7.005749000000001,0.0231,7.129
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-884,*BST_0x04_Vout%,HZ06-MVPATE-884,*BST_0x04_Vout%,3047,4p5_Delta_0x04  -1 <> 4p5_Delta_0x04,%,0.0594,0.074,44.77,4p5_Delta_0x04  -1 <> 4p5_Delta_0x04,%,0.11900000000000001,0.207,15.95,4p5_Delta_0x04  -1 <> 4p5_Delta_0x04,%,0.0821,0.33,10.013
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-858,*BST_0x05_Vout,HZ06-MVPATE-858,*BST_0x05_Vout,3056,4p5_Vout_0x05  -1 <> 4p5_Vout_0x05,V,7.1292860000000005,0.0049700000000000005,33.259,4p5_Vout_0x05  -1 <> 4p5_Vout_0x05,V,7.132903999999999,0.015,10.93,4p5_Vout_0x05  -1 <> 4p5_Vout_0x05,V,7.130864,0.0234,7.049
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-885,*BST_0x05_Vout%,HZ06-MVPATE-885,*BST_0x05_Vout%,3057,4p5_Delta_0x05  -1 <> 4p5_Delta_0x05,%,0.0602,0.0697,47.516,4p5_Delta_0x05  -1 <> 4p5_Delta_0x05,%,0.111,0.21100000000000002,15.65,4p5_Delta_0x05  -1 <> 4p5_Delta_0x05,%,0.0823,0.32799999999999996,10.08
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-859,*BST_0x06_Vout,HZ06-MVPATE-859,*BST_0x06_Vout,3066,4p5_Vout_0x06  -1 <> 4p5_Vout_0x06,V,7.254132000000001,0.00488,33.858,4p5_Vout_0x06  -1 <> 4p5_Vout_0x06,V,7.257519,0.0152,10.808,4p5_Vout_0x06  -1 <> 4p5_Vout_0x06,V,7.256142999999999,0.0237,6.934
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-886,*BST_0x06_Vout%,HZ06-MVPATE-886,*BST_0x06_Vout%,3067,4p5_Delta_0x06  -1 <> 4p5_Delta_0x06,%,0.057,0.0673,49.22,4p5_Delta_0x06  -1 <> 4p5_Delta_0x06,%,0.10400000000000001,0.209,15.746,4p5_Delta_0x06  -1 <> 4p5_Delta_0x06,%,0.0847,0.327,10.093
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-860,*BST_0x07_Vout,HZ06-MVPATE-860,*BST_0x07_Vout,3076,4p5_Vout_0x07  -1 <> 4p5_Vout_0x07,V,7.378959,0.00472,35.048,4p5_Vout_0x07  -1 <> 4p5_Vout_0x07,V,7.382153,0.0154,10.665,4p5_Vout_0x07  -1 <> 4p5_Vout_0x07,V,7.3812679999999995,0.0239,6.899
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-887,*BST_0x07_Vout%,HZ06-MVPATE-887,*BST_0x07_Vout%,3077,4p5_Delta_0x07  -1 <> 4p5_Delta_0x07,%,0.0537,0.064,51.828,4p5_Delta_0x07  -1 <> 4p5_Delta_0x07,%,0.097,0.209,15.804,4p5_Delta_0x07  -1 <> 4p5_Delta_0x07,%,0.085,0.32299999999999995,10.218
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-861,*BST_0x08_Vout,HZ06-MVPATE-861,*BST_0x08_Vout,3086,4p5_Vout_0x08  -1 <> 4p5_Vout_0x08,V,7.503844,0.00461,35.888,4p5_Vout_0x08  -1 <> 4p5_Vout_0x08,V,7.506825999999999,0.0157,10.477,4p5_Vout_0x08  -1 <> 4p5_Vout_0x08,V,7.506133999999999,0.024,6.859
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-888,*BST_0x08_Vout%,HZ06-MVPATE-888,*BST_0x08_Vout%,3087,4p5_Delta_0x08  -1 <> 4p5_Delta_0x08,%,0.0512,0.0614,53.972,4p5_Delta_0x08  -1 <> 4p5_Delta_0x08,%,0.091,0.209,15.788,4p5_Delta_0x08  -1 <> 4p5_Delta_0x08,%,0.0818,0.32,10.331
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-862,*BST_0x09_Vout,HZ06-MVPATE-862,*BST_0x09_Vout,3096,4p5_Vout_0x09  -1 <> 4p5_Vout_0x09,V,7.6285940000000005,0.0046,35.987,4p5_Vout_0x09  -1 <> 4p5_Vout_0x09,V,7.631211,0.0157,10.491,4p5_Vout_0x09  -1 <> 4p5_Vout_0x09,V,7.631124000000001,0.0245,6.716
